"inputTweet","score","sentiment"
"Akurian by Zone+ now playing at https://t.co/4ln7dHrYZV | #listen #tunein #radio
 - Buy it https://t.co/s8ecm0C0Tm",0,"neutral"
"Thoroughly  enjoyable epic tale. Top 500 #BookReview  https://t.co/yCRfrWXZdB The Sword and the Dragon #Wardstone #Kindle #RT",2,"positive"
".@daniellesteel-“Undercover”-The Proudest Mole #thriller #romance #IARTG https://t.co/8gY0EFwcDo",0,"neutral"
"We all have an ever-growing fear of the actuality of ourselves.
https://t.co/JLatAamMAJ

#psychological #horror… https://t.co/ktAfDz7yOh",-1,"negative"
"#outnow The Veranda The Lavender Shores Series #3 by @rosalind_abel https://t.co/pwVQuR0mQl @isajones75 #MM… https://t.co/Iw801Jl4Al",0,"neutral"
"Ocado’s Alexa skill lets you call out your shopping list https://t.co/Ka5lfROAJs #alexa #amazon #amazonecho #av #engadget #tech",1,"positive"
"Woman who died left on Cardiff ward 'for eight hours'  https://t.co/Ks05BPbE9g  gucci for men",-1,"negative"
"#NewRelease ""Mackay's lusty #Scottish #romance is an action-packed trip through time."" says BookPage… https://t.co/AvxCM3uvDl",0,"neutral"
"#TuesdayMotivation is https://t.co/133QeZbKLI #IndieSFF #scifi #urbanfantasy #bookworm #bookboost rt #asmsg #ian1 #iartg @RGBookWorld #ya",0,"neutral"
"#RT 💖 The #DearMaude Trilogy 💖 
#Discover #Romance with no boundaries...even TIME.
https://t.co/25Pbl6ruUb
#trilogy… https://t.co/sddiB9YL1O",0,"neutral"
"@MaxouHbt @AmazonFR @AmazonHelp @amazon Oh RIP😂😂😂",-1,"negative"
"Amazon Prime Video Partners Turner India to Stream Cartoon Network Shows
Read more: https://t.co/v3GnKIDHKd
#amazon… https://t.co/6KOODkDRyQ",0,"neutral"
"✳LET SLEEPING DOGS LIE✳ @evepaludan
#PARANORMAL #GHOSTS #YA #haunted
https://t.co/itI64JFrtK
https://t.co/MXROHJjxfe",-1,"negative"
"“Lass, you bring me to my knees.” #WINTER FIRE #Scottish #medieval #steamy #Viking #Highlanders #Scotland… https://t.co/3x15hQNYuv",0,"neutral"
"#99cents / KindleUnlimited #KU
#CHRISTMAS #Romance 
►https://t.co/JpivM7kS4u
►https://t.co/HVSNUU6UMn
https://t.co/pQTbrB1uGx",0,"neutral"
"FINDING JESSIE
#modern #gothic #romance
US ► https://t.co/XJOYUy19gm
UK ► https://t.co/05mtxQ5Hs3
https://t.co/xB4Qk1AvJk",0,"neutral"
"A fascinating step in #DigitalHealth - #Amazon Echo speakers to be given to pensioners for #medication reminders. https://t.co/z0zyLv54G5",1,"positive"
"Circle with Disney - Parental Controls and Filters for your Family’s Wireless Devices #AndroidAccessories… https://t.co/oC3oaXbaPz",0,"neutral"
"Who would've thought tree hunting could be so fun? A FOREVER THING https://t.co/iZH40GkISW #bynr #WLC #GreatReads",1,"positive"
"The more I learn the less I know. #amwriting #amlearning #education https://t.co/91khr9fuJp",0,"neutral"
"ad: Rubbermaid Commercial High Capacity Cleaning Cart Bag, 34 Gallon,... - https://t.co/O2mhTOD4sj #Janitorial https://t.co/f3rI1oKRMd",0,"neutral"
"Check this #bargain! #CyberMonday #Arduino UNO R3 board with DIP ATmega328P https://t.co/AnZ0YmNWjL  #tech #deals",0,"neutral"
"""Death is the New Black is exciting, sexy, cool and has a great leading character in PI Daniel Beckett.""… https://t.co/ztXzl9Y86k",4,"positive"
"Emerald Wells Café now with the prequel Pear Blossom Lane
https://t.co/0T3MYyqVkb  
https://t.co/r8m9swKNJs",1,"positive"
"☀ Hot? Enjoy a Central Valley Winter with the Easton Angels. How will they get out of trouble this time? #mystery… https://t.co/nkgAaTxl5P",1,"positive"
"#Read the #biography:
- Beauty of Shanghai -
The story of #actress Ruan Ling Yu nicknamed the #Chinese #GretaGarbo.… https://t.co/oiUSJAmaFr",1,"positive"
"Sherlock Holmes Narrated by Stephen fry worth £69.00 or free with 30 day free trial on audible!… https://t.co/6iEMluODXX",4,"positive"
"An addictive series. Past Rites - really gets under your skin.  #T4US #ASMSG #books 
🇬🇧🇺🇸 https://t.co/lZ7AwSYYYT https://t.co/KjLSNMPJk5",0,"neutral"
"@yadinkatz @Uber @amazon @JeffBezos @dkhos Nope its fine :)",1,"positive"
"@Joy_Villa @LillianaAngelo @KayaJones Congratulations! And, the lesson is: ""Amazon, ban my song, PLEASE.""",1,"positive"
"r. Discover ""An Arrow Against the Wind"" by P. H. Solomon via BookTweeter https://t.co/8A4NmHWjZu #bktwtr https://t.co/DXVaFLXObG",0,"neutral"
"@existentialcoms @soundthief141 Study yourself.
https://t.co/4nRRLT53xU",0,"neutral"
"Brandon Fisher fans the wait is almost over. REMNANTS is available for pre-order. https://t.co/9uTzxpeaLe",1,"positive"
"I WILL FOLLOW TO ETERNITY AND BEYOND #historicalromance https://t.co/IBzc8nOPKq #BookBoost #EBSP",0,"neutral"
"ARMY regarding amazon, BUY ONLY FROM BIGHIT's LINK. Do not purchase from other buyers, we need to make sure it counts towards ALL the charts",0,"neutral"
"I entered a giveaway for a chance to win ""Green2 Tree Free Pocket Facial Tissue, 8 Pack/30 ..."" by Green2. https://t.co/m8d1AbWRiD #giveaway",2,"positive"
"Whoever gets me the headphones gets either a nude or a doodle, whichever they prefer.

https://t.co/vSs06wqaoD",1,"positive"
"Just ordered my copy of Life 3.0 by @tegmark and can't wait for it to arrive @amazon #AI #futureofwork @thefutureofschooling",-1,"negative"
"Enter to #win a $20 #Amazon Gift Card from @blanchardbooks https://t.co/XhPTk4f5mO",0,"neutral"
"What was behind what happened in the attack, &amp; signifcant historical info. https://t.co/aCvsfktaZ4 #nonfiction via @SeaLaneGray",-1,"negative"
"#Hampshire #socialcare to give @amazon #Echos for #medication reminders. @Letscareforlife @theunlimitedco https://t.co/EkL78uqfvY",0,"neutral"
"Intact forests crucial to Amazon ecosystem resilience, stable climate https://t.co/nhNYzJvUij",1,"positive"
"Getting ready to dive into #Warbringer Head to Amazon and grab a copy for yourself. https://t.co/yJ8TM9cL7d… https://t.co/ykd1mBkQRL",1,"positive"
"Earth’s best defense against destruction was to remain undiscovered. Now that's changed. Will. We. Survive. #scifi https://t.co/Z43UUsbpmD",0,"neutral"
"@TMortimerFtbl Amazon I think",0,"neutral"
"The Red Booted Chicken in #Texas

Website .REDBOOTEDCHICKEN.COM

#BackToSchool #Walmart #School #Animals #Amazon https://t.co/fSpuPURZkd",0,"neutral"
"And because we KNOW you'll read it and fall in love with it, you can also buy it for JUST 99p on Amazon now… https://t.co/ivE7kIV9Iw",0,"neutral"
"Broken is now available on DVD! Find it here:- https://t.co/wc9jOqMGCD - Full post production by @LAPostUK",0,"neutral"
"The Path DL https://t.co/On5QtLlHRe",0,"neutral"
"@jdgmntlgay Don't shop amazon!!",0,"neutral"
"Newly-weds, Frank &amp; Joy, are plagued by ghouls, acc to Joy, while on honeymoon, but what should they do about it?  … https://t.co/dL5hNL4ZjN",2,"positive"
"Toxic by @blanchardbooks is LIVE! #darkromance https://t.co/taKDFY1Bpl https://t.co/XhPTk4f5mO",-1,"negative"
"14 ways you can control your home with your voice using Amazon's Echo and Alexa https://t.co/pjj9kb8ecc",0,"neutral"
"Robot Check https://t.co/vlP1NIP71n",0,"neutral"
"Amazon is selling the Echo inside Whole Foods stores https://t.co/N6Abl1rmR8",0,"neutral"
"#NEW
'Oh yeah, man. It's a worldwide thing. Everywhere there's a Chinese community you'll find Triad lodges.'… https://t.co/PGX2Sf1RON",0,"neutral"
"Close Encounters
Communication in Relationships
https://t.co/D5fDJ1K8QY https://t.co/KSqP6i6rb3",0,"neutral"
"""Ivy leaned forward and kissed the tip of his…"" - Teaching her Mistress by @NicciHaydon
https://t.co/oiDpdGFfG1… https://t.co/Skl7whj3Ww",-1,"negative"
"Do you know what lies behind the Sixth Window? https://t.co/ZsIucE0ch2 #SixthWindow https://t.co/XozwrLCJSH",-1,"negative"
"I've been living with Ghosts for the past 27 yrs.  Can anyone else out there relate to this? @jennstanton13 https://t.co/C2Y1cELzZu",0,"neutral"
"Femme Fatale.
Dominic Piper.
'Dominic Piper's words weave a story that will leave you breathless.'… https://t.co/l30sMAQ2Hd",0,"neutral"
"AMAZON PROMO! Drone with Camera Wall Vinyl Decal Air Quadcopter Wall Sticker Aircraft Home Wall Art Decor Ideas I... https://t.co/5L1JhenFAi",0,"neutral"
"So true. Something I tackle in my book A Teenage Girl's Guide To Being Fabulous! https://t.co/Eok0nzQL7p https://t.co/YB5sb3i9mp",1,"positive"
"Silicon Valley siphons our #data like oil. But the deepest drilling has just begun https://t.co/TCGOU2XzEZ https://t.co/eP13GSn7gF",1,"positive"
"Kitty McKenzie Book 1
She must keep her family safe.
Kobo UK https://t.co/lUGYO5njLA
iBook https://t.co/PI6SkOkSZe… https://t.co/N1kDiMW0Ha",1,"positive"
"#MotoAppQuiz new mobile new chances by @amazon to its customers...",0,"neutral"
"@Leaguedrunkx ...(6) #Amazon top 50 best sellers earlier this month.  When writing gets hard, which is often, comme… https://t.co/w6HR8k1Z70",1,"positive"
"@amazon My product should be delivered on 23rd.Till today i have not received my product.Do Something sir. your staff is making fake excuse.",-2,"negative"
"Super Trader: Make Consistent Profits in Good and Bad Markets by Van Tharp: https://t.co/HFDxjCcUV6 $AAPL $DIA $SPY $SPX",2,"positive"
"New drama. Thriller just released. FREE FOR LIMITED TIME.. get it now https://t.co/d6jWeh5leG
#kindle #amazon #freebooks #giveaway",0,"neutral"
"Check out this quote by J. C. Ryle ""“There is a common worldly kind of Christianity in this day, which many have,... https://t.co/E2yLO1QmcB",0,"neutral"
"amazon women porno naked girls asshle https://t.co/JiZn9EvnPj",0,"neutral"
"@amazon's brave new world of #grocery shopping: smaller stores, faster inventory turns, &amp; more profit/sq.ft. #lean https://t.co/gCZuKeQJPI",2,"positive"
"#Business #Development Manager - Cloud Economics at #Amazon in #London #job https://t.co/5kFpkCu6V1 https://t.co/2yoVZUDQfF",-1,"negative"
"#WhatILearnedToday it may be back on https://t.co/iu0B7Uax2s https://t.co/m9LTlWR2LB",0,"neutral"
"Are You A Fan Of Dystopian Time Travel? Check Out @Creativindie's Latest Release Here -&gt; https://t.co/PM7niT6Gmr  #IARTG #ASMSG #scifi",0,"neutral"
"Best Buy Has No Reason to Exist in the Age of Amazon, Veteran Analyst Warns https://t.co/2jrb6wCA4E",1,"positive"
"RT TheStreetTech ""European Supermarket Stocks Extend Declines After Amazon Cuts Whole Foods Prices https://t.co/Svdu5NxODv""",-1,"negative"
"@PhillyTheBoss I'm waiting for them to implement the Amazon Prime meme era the extra discount. It's not in effect yet though",-1,"negative"
"Me gustó un video de @YouTube https://t.co/LOikeCoNkC Gladiator Sandals for women in amazon shopping online shoes",0,"neutral"
"@tanyasmith67 @AmazonUK We know. It is a pure Amazon issue though. Going round in circles every time!",0,"neutral"
"#Backtowork? #feelingblue?
#JoyfulTrouble is sure to put a smile on your face!
 https://t.co/Q4R6y6iODn via @amazon",1,"positive"
"#Software #Developer with Amazon AWS - Metro DC area at #Amazon in #Herndon #job https://t.co/5LGFRvmzii https://t.co/fyRTQAgwR0",0,"neutral"
"Explore the book! ➡https://t.co/xFcvQwfi12 https://t.co/o6pMf81WHs",0,"neutral"
"What you can't say in nonfiction you can say in a novel and get away with it - Cathy Sultan ➡https://t.co/TVYmwmB87a #amreading",0,"neutral"
"Amazon bookstore with coffee shop opening in midtown Tuesday https://t.co/OKUzz6r83L https://t.co/OkaWFXdbhU",0,"neutral"
"#RT #Follow 
E.G. Fox @Author_EGFox 
#ROMANTIC #SCIFI #COMEDY! 
The sexy 'LUCKY &amp; LUCY' series.
*X-FILES+SEX!*
https://t.co/snCB4jBevk",2,"positive"
"RT:machinelearnbot: Machine-learning Based Sequence Analysis, Bioinformatics &amp; Nanopore Transduc here  https://t.co/8qn3Yv4O38 #machinelea…",0,"neutral"
"RT:machinelearnbot: Machine Learning Proceedings 1994 here  https://t.co/Ke16cqgFgr #machinelearning machinelearnbot",0,"neutral"
"Some of the Most Bizarre Nicolas Cage Merchandise You Can Actually Buy https://t.co/lSPPuL78C6",-1,"negative"
"All my #Fantasy Books are #free for Kindle Unlimited Amazon Customers! https://t.co/2XpgRLUaFA #IFNRTG… https://t.co/VM8SDs17IE",1,"positive"
"you mean i can preorder bts album on amazon now???  Like really?? Good job bighit",2,"positive"
"@_promise_marie Hi! Let's ease that pain! You should try our @WujuFitness Ankle Brace, it's available on #Amazon: https://t.co/0aGRomVo2a",1,"positive"
"Amazon Fire TV FREE 4x4 Safari TV &gt; https://t.co/BPohQO4FlH @DNR_CREW @Quickest_Rts @NightTSs @AlienRTs… https://t.co/UvhY83lGnb",1,"positive"
"HQ Portable USB Microphone --&gt; https://t.co/qn9jDY60OG : Vastly better sound for Apple MacBook audio capture 2 go! https://t.co/v2C2XvlTlK",1,"positive"
"Help me get my Amazon gift card! Go to https://t.co/mhyieENI2f and input my code s15446158 https://t.co/avv5H4xh64 https://t.co/LAbVvqoSeY",0,"neutral"
"Save on the Little Tikes Spiralin' Seas Waterpark Play Table!

Check it out there -... https://t.co/n9m4YAW5DO",0,"neutral"
"Stop Cyber Bullies with Sydney the Monster Now! https://t.co/huk7QlInOK #cyberbullies
 https://t.co/8tVS8eQLOF https://t.co/DOoPILhLvD",-2,"negative"
"@verge this is very different to - we'll make it work with amazon echo, guess that wont ever happen now",1,"positive"
"Amplixin Advanced Biotin Plus Supplement For Hair Growth, Healthy Skin &amp; Nails https://t.co/rirj2Rtgak",2,"positive"
"#Win
#Signed #Book #Series or $40 Amazon #BookTour #Giveaway #YA #Scifi #Fantasy
#Adventure #ChroniclesofMidway https://t.co/avMXQauEvi",0,"neutral"
"#RT #sale Outdoor Camping Portable LED S...: Outdoor Camping Portable LED Solar Lantern… https://t.co/fDDfrK3KJ8… https://t.co/VhdvWQx44x",4,"positive"
"Artificial Intelligence
A Modern Approach 
https://t.co/201jT2l0GG https://t.co/iyymKbGHhK",1,"positive"
"Enter to win with @wrappedupnu &amp; @trendmicro #giveaway #wrappedupnu https://t.co/KNLuunrIpz",1,"positive"
"Get this The Accountant (DVD) for $10.99 (31% off)
https://t.co/UacmeDkgsz https://t.co/Vgoj01bNXw",0,"neutral"
"HUGE PRICE DROP! Logitech G502 Proteus Spectrum RGB Tunable Gaming Mouse for £45 (save 13%)
https://t.co/QYJRSZG01P https://t.co/gjkzN7QvxQ",0,"neutral"
"100 entries. 89 contributors, speaking openly about #mentalhealth https://t.co/lwHw9YjnVl",1,"positive"
"#NewRelease:Check
out Out of Time,new #militaryromance novel by Melissa Klein klein_klein344
https://t.co/UTMzpBr73O https://t.co/lvKdbIR6EZ",0,"neutral"
"Ah Hat - EP by Lori Anne.   On iTunes, Amazon, Spotify, all your favorite digital music sites or streaming services! https://t.co/9AN2jAvMNy",1,"positive"
"Who's killing shifters in NYC? Paranormal Investigator Sidney Lake discovers the answer is too close to home.… https://t.co/pxl0A4gZSz",-1,"negative"
"""Do you enjoy watching me play with my pussy…"" - ""The Pink Posse"" by @Amber69Skye
 https://t.co/EArYxCr1ZL
#erotica… https://t.co/8Sn1chvMZA",1,"positive"
"#MineBitcoinHome YubiKey NEO #affiliate https://t.co/o5dDynRTe1 https://t.co/YONLik5nTt",0,"neutral"
"Cypress Adirondack Chair with Contoured Seat and Back assembled with Stainless Steel ...
https://t.co/zQcoFuX2q9 https://t.co/6DqBTefAOQ",1,"positive"
"@teodorboev Currently, only Amazon US is available as a Sales Channel along with an Amazon Pro seller account (… https://t.co/9GP1i7pCNu",1,"positive"
"Amazon and Whole Foods will cut prices of avocados and kale to mark close of deal - MarketWatch… https://t.co/bIv4D1NeHF",0,"neutral"
"The 7 Triggers to Yes: The New Science Behind Influencing People's Decisions - https://t.co/8OuXCHVztC #sales #salestip",0,"neutral"
"See the highly-rated eBook ""Redemption for Avery"" by Jordan Dane https://t.co/mgg6n3y9DG #kindle https://t.co/diDiWpH2JC",1,"positive"
"$AMZN Amazon's mobile app is the most popular of all among America's youngest generation. https://t.co/sO4VsnfHpP",1,"positive"
"★★★★★ ""Woods is going to be a force to be reckoned with in the crime thriller genre."" THE DEVIL OF LIGHT https://t.co/JGa31dKUVx #UK #kindle",-2,"negative"
"Written by my friends: Check it out!  https://t.co/uFuhFaiT95",0,"neutral"
"This book was a gripping combination of terror,wonder,paranormal,magick,and more! https://t.co/L7rKDFC7cP #ya #urbanfantasy",0,"neutral"
"I entered a giveaway for a chance to win ""Beeiee 2.4G Wireless Mouse,2.4G Slim Wireless Mou..."" by Beeiee. https://t.co/ekXdnJPCCe #giveaway",1,"positive"
"We use:  #Saramonic SmartRig Microphone Pre Amplifier https://t.co/UXx52SbrIC #Toys #Inspiration #Creativity",0,"neutral"
"The #drug rots all the you out of you #kindle https://t.co/Gce8uCCUcl",0,"neutral"
"From the best selling author of Chicken Soup for the Soul! https://t.co/bUkqlJwMcN",1,"positive"
"LOVE!!EstoniaWe hope to help, thank you. 
/bitcoin 1896UwURka9J4MCbSdwfMc1pynArfWYXUf   
/amazon.com Wish List https://t.co/kd453LxDOR",2,"positive"
"@BTSxSoutheast Bought @BTS_twt  #LoveYourself on Amazon, for home, bought one from @kpopmallusa for car, and set of… https://t.co/EqF8kSAF8H",0,"neutral"
"Rope Bracelet with Silver-Tone Accents20% off w'coupon-52T77JTJ&gt;
https://t.co/truGg3oCEv
@DEXCEED_JEWELRY https://t.co/RQRIgB5Oln #Ad",0,"neutral"
"Attack on Titan
https://t.co/KViYhT6zaT
↑
USA

https://t.co/XOANLhuyq8
↑
UK

#amazon #Japan #anime #AttackonTitan

https://t.co/v6fWMbnnJS",-1,"negative"
"Can Holly find love in the #Cotswolds 
Find out from the comfort of your armchair. Only £1.99… https://t.co/rCKllYKJP2",2,"positive"
"""Looking for a simple and cute love story, which is a pure light-read… Grab this book!"" https://t.co/tMjwWSYPew #chicklit",3,"positive"
"Don't miss Susan Mallery's YOU SAY IT FIRST! Order your copy today! https://t.co/pTAlBSJZ8N https://t.co/fJ7UeBhpaA https://t.co/2H4BVaN7W3",-1,"negative"
"Hey #UK! I wrote a book for you, well, for love of you. #99pence for your #kindle this week. #1920s #England… https://t.co/6pZDJ52gv9",2,"positive"
"The #bankholidays are over but my special offer on my book is still available but only for 2 more days... just 99p https://t.co/k0G3ra8DrF",1,"positive"
"#satchat RT For Follow LEAKED! Secret Amazon Algorithm Reveals Ranking Factors that Amazon SEO Ignore! https://t.co/Z6FYrgKQGl",-1,"negative"
"@Leaguedrunkx ... (5) wonderful customer reviews on Amazon, #kobo and other sites, and for helping 'Secrets of the… https://t.co/RmbA7YugkB",2,"positive"
"Happy Holidays! The newest Season of book Season of Promises is available. 6 authors, 6 stories.… https://t.co/RQy70O5RTR",3,"positive"
